,ProductName,PriceSale,Brand,RamCapacity,DisplaySize,DisplayResolution,CPUBrand,PinCapacity,PinCell,Bluetooth,Weight,OS,DiskSpace
24,"Laptop Asus Vivobook A515EA-L11970W i5 1135G7/8GB/512GB SSD/15.6"" OLED/Win11 (No.00784329)",16990000,ASUS,8,15.6,1920x1200,INTEL,,3,5,1.8,WINDOW,512
25,"Laptop MSI Modern 14 B11MOU-1034VN i5 1155G7/8GB/512GB/14""FHD/Win 11 (No.00793026)",14290000,MSI,8,14.0,1920x1080,INTEL,,3,5,1.3,WINDOW,512
26,"Microsoft Surface Laptop Go i5 1035G1/8GB/128GB/12.4"" Touch/Win10 (No.00775354)",16590000,MICROSOFT,8,12.4,1536x1024,INTEL,,4,5,1.1,WINDOW,128
27,"Laptop MSI Modern 14 B11MOU 852VN i5 1155G7/8GB/512GB/14""FHD/Win 10 (No.00775505)",15290000,MSI,8,14.0,1920x1080,INTEL,,3,5,1.3,WINDOW,512
28,"Laptop MSI Modern 14 B5M 202VN/R5 5500U/8GB/512GB/14""FHD/Win 11 (No.00783934)",14390000,MSI,8,14.0,1920x1080,INTEL,,3,5,1.3,WINDOW,512
29,Laptop Acer Aspire 3 A315-58-35AG i3 1115G4/4GB/256GB SSD/15.6''FHD/Win11 (No.00797981),10790000,ACER,4,15.6,1920x1080,INTEL,,2,5,1.74,WINDOW,256
30,"Laptop Dell Latitude L3420CTO i3 1115G4/4GB/256G/14""HD/Win 11 (No.00791071)",12990000,DELL,4,14.0,1366x768,INTEL,,3,5,1.52,WINDOW,256
31,Laptop Lenovo ThinkBook 15 G2 ITL i7 1165G7/8GB/512GB/MX450 2GB/Win 11 (No.00790277),20990000,LENOVO,8,15.6,1920x1080,INTEL,,3,5,1.7,WINDOW,512
32,"Laptop HP Envy 13 ba1537TU i5 1135G7/8GB/256GB/13.3""FHD/Win 11 (No.00798267)",19890000,HP,8,13.3,1920x1080,INTEL,,3,5,1.23,WINDOW,256
33,Laptop Lenovo ThinkBook 15 G2 ITL i5 1135G7/8GB/512GB/15.6”FHD/MX450 2GB/Win 11 (No.00790276),18590000,LENOVO,8,15.6,1920x1080,INTEL,,3,5,1.7,WINDOW,512
34,"Laptop Lenovo Gaming Legion 5 15ACH6 R5 5600H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win11 (No.00793029)",24390000,LENOVO,8,15.6,1920x1080,INTEL,,4,5,2.4,WINDOW,512
35,Laptop Acer Nitro Gaming AN515-57-720A i7 11800H/8GB/512GB/15.6''FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win11 (No.00783549),27390000,ACER,8,15.6,1920x1080,INTEL,,4,5,2.2,WINDOW,512
36,"Laptop HP Gaming Victus 16-d0201TX i5 11400H/8GB/512GB+32GB/16.1""FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win 11 (No.00797191)",24490000,HP,8,16.1,1920x1080,INTEL,,4,5,2.42,WINDOW,512
37,"Laptop Asus TUF Gaming FX506LHB-HN188W i5 10300H/8GB/512GB/15.6""FHD/GTX 1650 4GB/Win11 (No.00808460)",16490000,ASUS,8,15.6,1920x1080,INTEL,,3,5,2.3,WINDOW,512
38,"Laptop MSI Gaming Bravo 15 B5DD-270VN R5 5600H/8GB/512GB/RX 5500M 4GB/15.6""FHD/Win 11 (No.00798259)",17090000,MSI,8,15.6,1920x1080,INTEL,,3,5,2.85,WINDOW,512
39,Laptop Asus TUF Gaming FX506LH-HN188W i5 10300H/8GB/512GB SSD/Nvidia GTX1650 4GB/Win11 (No.00793646),16999000,ASUS,8,15.6,1920x1080,INTEL,,3,5,2.3,WINDOW,512
40,"MacBook Pro 16"" 2021 M1 Pro Ram 32GB (No.00785500)",73990000,APPLE,32,16.2,3456x2234,,,,5,2.129,MACOS,512
41,"MacBook Pro 14"" 2021 M1 Pro Ram 32GB (No.00785484)",60990000,APPLE,32,14.2,3024x1964,,,,5,1.604,MACOS,512
42,"Laptop Dell Gaming Alienware M15 R6 i7 11800H/32GB/1TB/15.6""QHD/NVIDIA GeForce RTX3070 8GB/Win 11 (No.00797680)",58490000,DELL,32,15.6,2560x1440,INTEL,,6,5,2.7,WINDOW,1024
43,"MacBook Pro 16"" 2021 M1 Pro 512GB (No.00777781)",60690000,APPLE,16,16.2,3456x2234,,,,5,2.129,MACOS,512
44,Laptop Acer Triton Gaming PT516-51S-733T i7 11800H/32GB/1TB/16''WQXGA/NVIDIA GeForce RTX 3060 6GB/Win10 (No.00793781),53990000,ACER,,16.0,2560x1600,INTEL,,4,5,2.4,WINDOW,1024
45,"MacBook Pro 14"" 2021 M1 Pro 512GB (No.00777789)",48690000,APPLE,16,14.2,3024x1964,,,,5,1.604,MACOS,512
46,"Laptop Asus Gaming ROG Flow Z13 GZ301Z-LD110W i7 12700H/16GB/512GB/13.4""Touch/NVIDIA GeForce RTX 3050 4GB/Win 11 (No.00800713)",47490000,ASUS,16,13.4,1920x1200,INTEL,56.0,,5,1.18,WINDOW,512
47,"MacBook Pro 13"" 2020 Touch Bar M1 16GB/512GB (No.00731887)",40699000,APPLE,16,13.3,2560x1600,,,,5,1.4,MACOS,512
49,"Laptop Dell XPS 13 9310/i5 1135G7/8GB/512GB/13.4""FHD/Win 11 (No.00797681)",38990000,DELL,8,13.4,1920x1200,INTEL,,4,5,1.2,WINDOW,512
50,"Laptop Microsoft Surface Pro 7 i7 1065G7/16GB/256GB SSD/12.3""Touch/Win 10 (No.00734882)",37490000,MICROSOFT,16,12.3,2736x1824,INTEL,,4,5,0.775,WINDOW,256
51,"Laptop Dell Gaming G15 5511 i7 11800H/16GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win 11/Office HS21 (No.00786323)",32990000,DELL,16,15.6,1920x1080,INTEL,,3,5,2.81,WINDOW,512
52,Laptop HP ZBook Firefly 14 G8 i5 1135G7/8GB/512GB/14”FHD/Win 10 Pro (No.00791281),31990000,HP,8,14.0,1920x1080,INTEL,,3,5,1.35,WINDOW,512
53,"Laptop Lenovo Slim Yoga 7 Carbon 14ACN6 R7 5800U/16GB/1TB SSD/14"" 2.8K/Win 11 (No.00793032)",28790000,LENOVO,16,14.0,2880x1800,INTEL,,4,,1.1,WINDOW,1024
54,"MacBook Pro 13"" 2020 Touch Bar M1 256GB (No.00725100)",31299000,APPLE,8,13.3,2560x1600,,,,5,1.4,MACOS,256
55,"Laptop Dell Gaming G15 5515 R7 5800H/16GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win 11/Office HS21 (No.00800169)",29990000,DELL,16,15.6,1920x1080,INTEL,,3,5,2.81,WINDOW,512
56,"Laptop MSI Gaming Alpha 15 B5EEK 036VN R7 5800H/16GB/512GB/RX6600M 8GB/15.6""FHD/Win 10 (No.00773093)",29290000,MSI,16,15.6,1920x1080,INTEL,,4,5,2.35,WINDOW,512
57,"MacBook Air 13"" 2020 M1 16GB/256GB (No.00731804)",28999000,APPLE,16,13.3,2560x1600,,,,5,1.29,MACOS,256
58,"Laptop HP Envy x360 13 bd0528TU i7 1165G7/8GB/512GB/13.3""FHD Touch/Bút/Win 11 (No.00795238)",28990000,HP,8,13.3,1920x1080,INTEL,,3,5,1.3,WINDOW,512
59,"Laptop Asus TUF Gaming FX507ZC-HN124W i7 12700H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win11 (No.00800840)",28990000,ASUS,8,15.6,1920x1080,INTEL,56.0,4,5,2.2,WINDOW,512
60,"Laptop HP Gaming Victus 16-d0291TX i7 11800H/8GB/512GB/16.1""FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win11 (No.00799905)",27990000,HP,8,16.1,1920x1080,INTEL,70.0,,5,2.46,WINDOW,512
61,Laptop Asus Zenbook UX325EA-KG658W i7 1165G7/16GB/512GB SSD/13.3''FHD OLED/Win11 (No.00793159),27990000,ASUS,16,13.3,1920x1080,INTEL,,4,5,1.1,WINDOW,512
62,"Laptop Dell Gaming G15 5515 R7 5800H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win 11/Office HS21 (No.00800168)",26990000,DELL,8,15.6,1920x1080,INTEL,,3,5,2.81,WINDOW,512
63,"Laptop HP Gaming Victus 16-d0199TX i7 11800H/8GB/512GB+32GB/16.1""FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win11 (No.00799899)",27990000,HP,8,16.1,1920x1080,INTEL,70.0,,5,2.46,WINDOW,512
64,"Laptop Microsoft Surface Pro 7 i5 1035G4/8GB/256GB SSD/ 12.3"" Touch/Win 10 (No.00734880)",27490000,MICROSOFT,8,12.3,2736x1824,INTEL,,4,5,0.775,WINDOW,256
65,"Laptop MSI Gaming GF66 11UD-697VN i7 11800H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win 10 (No.00772182)",27390000,MSI,8,15.6,1920x1080,INTEL,,3,5,2.1,WINDOW,512
66,Laptop Acer Nitro Gaming AN515-57-74NU i7 11800H/8GB/512GB/NVIDIA GeForce RTX 3050 Ti 4GB/Win10 (No.00762456),26990000,ACER,8,15.6,1920x1080,INTEL,,4,5,2.2,WINDOW,512
67,Laptop Asus Zenbook UX425EA-KI843W i7 1165G7/16GB/512GB SSD/Win11 (No.00792977),26490000,ASUS,16,14.0,1920x1080,INTEL,,4,5,1.17,WINDOW,512
68,Laptop Acer Swift X SFX16-51G-516Q i5 11320H/16GB/512GB/16.1''FHD/NVIDIA GeForce RTX 3050 4GB/Win11 (No.00793772),25990000,ACER,16,16.1,1920x1080,INTEL,,4,5,1.9,WINDOW,512
69,Laptop HP Gaming Victus 16-e0168AX R7 5800H/8GB/512GB/16.1FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win 11 (No.00793777),25490000,HP,8,16.1,1920x1080,INTEL,,4,5,2.42,WINDOW,512
70,"Laptop Gigabyte U4 UD i7 1195G7/16GB/512GB/14""FHD/Win 11 (No.00784627)",25490000,GIGABYTE,16,14.0,1920x1080,INTEL,36.0,,5,0.99,WINDOW,512
71,Laptop Acer Nitro Gaming AN515-57-57MX i5 11400H/8GB/512GB/15.6FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win10 (No.00772470),24690000,ACER,8,15.6,1920x1080,INTEL,,4,5,2.2,WINDOW,512
72,Laptop Asus Gaming Zephyrus GA401QH-K2091W R7 5800HS/8GB/512GB SSD/14.0''WQHD/GTX 1650 4GB/Win11 (No.00798268),24490000,ASUS,8,14.0,2560x1440,INTEL,,4,5,1.6,WINDOW,512
73,"Laptop HP Envy x360 13-bd0530TU i5 1135G7/8GB/512GB/13.3""FHD Touch/Bút/Win 11 (No.00797193)",24290000,HP,8,13.3,1920x1080,INTEL,,3,5,1.23,WINDOW,512
74,"Laptop Asus TUF Gaming FX706HC-HX003T i5 11400H/8GB/512GB/17.3""FHD/NVIDIA GeForce RTX 3050 4GB/Win10 (No.00765682)",24290000,ASUS,8,17.3,1920x1080,INTEL,,3,5,2.6,WINDOW,512
75,"MacBook Air 13"" 2020 M1 256GB (No.00725095)",23999000,APPLE,8,13.3,2560x1600,,,,5,1.29,MACOS,256
76,"Laptop HP Envy x360 Convert 13 ay1057AU R5 5600U/8GB/256GB/13.3""FHD Touch/Pen/Win 11 (No.00791988)",23990000,HP,8,13.3,1920x1080,INTEL,,3,5,1.32,WINDOW,256
77,"Laptop Asus Zenbook UM5401QA-KN209W R5 5600H/8GB/512GB SSD/14"" OLED 2.8K Touch/Win11 (No.00797986)",23990000,ASUS,8,14.0,2880x1800,INTEL,,3,5,1.4,WINDOW,512
78,"Laptop Dell Latitude L5420CTO i5 1135G7/8GB/256GB/14""FHD/Win 11 (No.00791171)",23390000,DELL,8,14.0,1920x1080,INTEL,,3,5,1.4,WINDOW,256
79,Laptop Asus TUF Gaming FX506HCB-HN1138W i5 11400H/8GB/512GB/15.6''FHD/NVIDIA GeForce RTX 3050 4GB/Win11 (No.00783937),23390000,ASUS,8,15.6,1920x1080,INTEL,,3,5,2.3,WINDOW,512
80,Laptop MSI Gaming Katana GF76 11UC-096VN i7 11800H/8GB/512GB/17.3FHD/NVIDIA GeForce RTX 3050 4GB/Win10 (No.00760885),23290000,MSI,8,17.3,1920x1080,INTEL,,3,5,2.6,WINDOW,512
81,Laptop Lenovo Yoga Slim 7 14ITL05 i5 1135G7/16GB/512GB/14”FHD/Win 11 (No.00793033),20990000,LENOVO,16,14.0,1920x1080,INTEL,,4,5,1.36,WINDOW,512
82,"Laptop HP Envy x360 13-bd0531TU i5 1135G7/8GB/256GB/13.3""FHD Touch/Bút/Win 11 (No.00795237)",22990000,HP,8,13.3,1920x1080,INTEL,,3,5,1.3,WINDOW,256
83,"Laptop Lenovo IdeaPad Gaming 3 15ACH6 R7 5800H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win 11 (No.00800070)",19190000,LENOVO,8,15.6,1920x1080,INTEL,,3,5,2.25,WINDOW,512
84,"Laptop HP Gaming Victus 16-e0179AX R5 5600H/8GB/512GB/16.1""FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win 11 (No.00794143)",20990000,HP,8,16.1,1920x1080,INTEL,,4,5,2.46,WINDOW,512
85,Laptop Asus Zenbook UX325EA-KG656W i5 1135G7/8GB/512GB SSD/13.3''FHD OLED/Win11 (No.00793160),21990000,ASUS,8,13.3,1920x1080,INTEL,,4,5,1.1,WINDOW,512
86,"Laptop Fujitsu CH 9C13A1 i5 1135G7/8GB/512GB/13.3""FHD/Win 10 (No.00773584)",20990000,FUJITSU,8,13.3,1920x1080,INTEL,,2,5,0.995,WINDOW,512
87,Laptop Asus Zenbook UX425EA KI429T i5 1135G7/8GB/512GB SSD/Win 10 (No.00758225),21990000,ASUS,8,14.0,1920x1080,INTEL,,4,5,1.17,WINDOW,512
88,"Laptop MSI GF63 Thin 11UC-442VN i7 11800H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win10/Balo (No.00793700)",21890000,MSI,8,15.6,1920x1080,INTEL,,3,5,1.86,WINDOW,512
89,Laptop Acer Nitro Gaming AN515 56 51N4 i5 11300H/8GB/512GB SSD/Nvidia GTX1650 4GB/Win10 (No.00748426),21590000,ACER,8,15.6,1920x1080,INTEL,,3,5,2.2,WINDOW,512
90,Laptop Acer Nitro Gaming AN515-57-56S5 i5 11400H/8GB/512GB SSD/15.6''FHD/Nvidia GTX1650-4GB/Win11 (No.00781571),21590000,ACER,8,15.6,1920x1080,INTEL,,4,5,2.2,WINDOW,512
91,"Laptop Lenovo ThinkPad E14 Gen 3 R7 5700U/8GB/512GB/14.0""FHD/Win 11 (No.00799913)",18790000,LENOVO,8,14.0,1920x1080,INTEL,,3,5,1.64,WINDOW,512
92,"Laptop HP Envy 13 ba1536TU i5 1135G7/8GB/512GB/13.3""FHD/Win 11 (No.00795239)",19890000,HP,8,13.3,1920x1080,INTEL,,3,5,,WINDOW,512
93,Laptop Asus TUF Gaming FX506HCB-HN144W i5 11400H/8GB/512GB/15.6''FHD/NVIDIA GeForce RTX 3050 4GB/Win11 (No.00794883),20990000,ASUS,8,15.6,1920x1080,INTEL,,3,5,,WINDOW,512
94,"Laptop Asus Zenbook UX425EA-KI883W i5 1135G7/8GB/512GB SSD/14"" FHD/Win11 (No.00797980)",20990000,ASUS,8,14.0,1920x1080,INTEL,,4,5,1.17,WINDOW,512
95,"Laptop Asus TUF Gaming FX506HC-HN144W i5 11400H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win 11 (No.00807493)",20990000,ASUS,8,15.6,1920x1080,INTEL,48.0,,5,2.3,WINDOW,512
96,"Laptop Asus Zenbook UX425EA-KI839W i5 1135G7/8GB/512GB SSD/14"" FHD/Win 11 (No.00797985)",20990000,ASUS,8,14.0,1920x1080,INTEL,,4,5,1.17,WINDOW,512
97,Laptop Acer Swift 3 SF314-511-55QE i5 1135G7/16GB/512GB SSD/Win11 (No.00793771),20690000,ACER,16,14.0,1920x1080,INTEL,,3,5,1.19,WINDOW,512
98,"Laptop MSI Gaming GF63 10SC 812VN i7 10750H/8GB/512GB/15.6""FHD/GTX 1650 4GB_Win 10 (No.00791986)",20690000,MSI,8,15.6,1920x1080,INTEL,,3,5,1.86,WINDOW,512
99,"Laptop HP Gaming Victus 16-e0175AX R5 5600H/8GB/512GB+32GB/16.1""FHD/NVIDIA GeForce RTX 3050 4GB/Win 10 (No.00773270)",20490000,HP,8,16.1,1920x1080,INTEL,,4,5,2.46,WINDOW,512
100,"Laptop MSI GF63 Thin 11UC-444VN i5 11400H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win10/Balo (No.00793701)",20240000,MSI,8,15.6,1920x1080,INTEL,,3,5,1.86,WINDOW,512
101,"Laptop HP Pavilion 15 eg0506TX i5 1135G7/ 8GB/512GB/15.6""FHD/MX 450 2GB/Win 11 (No.00776512)",19990000,HP,8,15.6,1920x1080,INTEL,,3,5,1.726,WINDOW,512
102,"Laptop Dell Vostro V3400 i5 1135G7/8GB/256GB/14.0""FHD/NVIDIA MX 330 2GB/Win 10 (No.00775631)",19990000,DELL,8,14.0,1920x1080,INTEL,,3,4,1.59,WINDOW,256
103,Laptop Acer Swift 3 SF314-43-R4X3 R5 5500U/16GB/512GB SSD/Win11 (No.00783546),18990000,ACER,16,14.0,1920x1080,INTEL,,3,5,1.19,WINDOW,512
104,"Laptop Dell Inspiron N3511 i5 1135G7/4GB/512GB/15.6""FHD/Win 11+Office HS21 (No.00791068)",17190000,DELL,4,15.6,1920x1080,INTEL,,3,5,1.73,WINDOW,512
105,"Laptop Asus Vivobook Pro M3401QA-KM025W R7 5800H/8GB/512GB SSD/14"" 2.8K OLED/Win11 (No.00797330)",18990000,ASUS,8,14.0,2880x1800,INTEL,,3,5,1.4,WINDOW,512
106,Laptop Asus Vivobook S533EQ-BN441W i5 1135G7/8GB/512GB SSD/Nvidia MX350 2GB/Win11 (No.00798101),18990000,ASUS,8,15.6,1920x1080,INTEL,,3,5,1.8,WINDOW,512
107,"Laptop MSI Modern 14 B11MOU-1031VN i7-1195G7/8GB/512GB/14""FHD/Win11 (No.00798260)",18890000,MSI,8,14.0,1920x1080,INTEL,,3,5,1.3,WINDOW,512
108,Laptop Acer Aspire Gaming A715-42G-R1SB R5 5500U/8GB/256GB SSD/Nvidia GTX1650 4GB/Win10 (No.00782651),18890000,ACER,8,15.6,1920x1080,INTEL,,3,5,2.1,WINDOW,256
109,"Laptop MSI Gaming GF63 10SC 804VN i5 10500H/8GB/512GB/15.6""FHD/GTX 1650 4GB/Win 10 (No.00791987)",18890000,MSI,8,15.6,1920x1080,INTEL,,3,5,1.86,,512
110,"Laptop Lenovo ThinkPad E14 Gen 3 R5 5500U/8GB/512GB/14.0""FHD/Win 11 (No.00799914)",16290000,LENOVO,8,14.0,1920x1080,INTEL,,3,5,1.64,WINDOW,512
111,Laptop HP 15s-fq2558TU i7 1165G7/8GB/512GB/15.6''HD/Win 11 (No.00786809),18290000,HP,8,15.6,1280x720,INTEL,,3,4,1.726,WINDOW,512
112,"Laptop Asus Vivobook Flip TP470EA-EC347W i5 1135G7/8GB/512GB/14.0""FHD Touch/Win 11 (No.00800354)",18090000,ASUS,8,14.0,1920x1080,INTEL,,3,5,1.8,WINDOW,512
113,Laptop Asus Vivobook S533EA-BN462W i5 1135G7/8GB/512GB SSD/15.6''FHD/Win11 (No.00798100),17990000,ASUS,8,15.6,1920x1080,INTEL,,3,5,2.5,WINDOW,512
114,"Laptop HP Pavilion 15 eg0539TU i5 1135G7/8GB/512GB/15.6""FHD/Win 11 (No.00797802)",17990000,HP,8,15.6,1920x1080,INTEL,,3,5,1.726,WINDOW,512
115,"Laptop Lenovo IdeaPad Slim 5 R7 4700U/8GB/128GB SSD+1TB HDD/15.6""FHD_NK (No.00785469)",15990000,LENOVO,8,15.6,1920x1080,INTEL,,3,5,1.66,WINDOW,1024
116,Laptop Asus Vivobook A515EP-BQ496T i5 1135G7/8GB/512GB SSD/Nvidia MX330 2GB/Win10 (No.00773278),17990000,ASUS,8,15.6,1920x1080,INTEL,,3,5,1.8,WINDOW,512
117,Laptop Acer Aspire Gaming A715 42G R4ST R5 5500U/8GB/256GB SSD/Nvidia GTX1650 4GB/Win10 (No.00745029),17990000,ACER,8,15.6,1920x1080,INTEL,,3,5,2.1,WINDOW,256
118,"Laptop Dell Vostro V3400 i5 1135G7/8GB/256GB/14.0""FHD/Win 10+Office Home&Student (No.00775350)",17940000,DELL,8,14.0,1920x1080,INTEL,,3,4,1.86,WINDOW,256
119,"Laptop Asus Vivobook Pro M3401QA-KM006W R5 5600H/8GB/512GB SSD/14"" 2.8K OLED/Win11 (No.00797331)",17790000,ASUS,8,14.0,2880x1800,INTEL,,3,5,,WINDOW,512
120,Laptop Asus Vivobook X515EP-BQ189T i5 1135G7/ 8GB/512GB SSD/Nvidia MX330 2GB/Win10 (No.00773279),17690000,ASUS,8,15.6,1920x1080,INTEL,,2,4,1.8,WINDOW,512
121,Laptop Dell Vostro V3405 R5 3500U/8GB/512GB/Win 10 (No.00725641),17090000,DELL,8,14.0,1920x1080,INTEL,,3,,1.79,,512
122,"Laptop HP Pavilion 15 eg0540TU i5 1135G7/8GB/256GB/15.6F""HD/Win 11 (No.00797803)",17090000,HP,8,15.6,1920x1080,INTEL,,3,5,1.73,WINDOW,256
123,"Laptop Asus Vivobook X1502ZA-BQ126W i5 1240P/8GB/512GB/15.6""FHD/Iris Xe Graphics/Win 11 (No.00813509)",16990000,ASUS,8,15.6,1920x1080,INTEL,,3,5,1.7,WINDOW,512
124,Laptop Acer Aspire 5 A514-54-5127 i5 1135G7/8GB/512GB SSD/14.0''FHD/Win11 (No.00797334),16590000,ACER,8,14.0,1920x1080,INTEL,,3,5,1.45,WINDOW,512
125,"Laptop MSI Modern 15 A5M 235VN R7 5700U/8GB/512GB/15.6""FHD/Win 11 (No.00783935)",16590000,MSI,8,15.6,1920x1080,INTEL,,3,5,1.6,WINDOW,512
126,Laptop Asus TUF Gaming FX506LH HN002T i5 10300H/8GB/512GB SSD/GTX1650 4GB/Win10 (No.00741406),16490000,ASUS,8,15.6,1920x1080,INTEL,,3,5,2.3,WINDOW,512
127,"Laptop MSI Modern 15 A11MU 678VN i5 1155G7/8GB/512GB/15.6""FHD/Win 10 (No.00772097)",16190000,MSI,8,15.6,1920x1080,INTEL,,3,5,1.6,WINDOW,512
128,"Lenovo IdeaPad Slim 3 i5 1135G7/12GB/256GB/15.6""FHD Touch_NK (No.00791280)",14390000,LENOVO,12,15.6,1920x1080,INTEL,,3,5,1.65,WINDOW,256
129,Laptop Asus Vivobook X515EP-BQ401W i5 1135G7/8GB/512GB SSD/Nvidia GeForce MX330 2GB/Win11 (No.00797984),16190000,ASUS,8,15.6,1920x1080,INTEL,,2,4,1.8,WINDOW,512
130,"Laptop HP 15s fq2561TU i5 1135G7/8GB/512GB/15.6""HD/Win 11 (No.00784572)",16190000,HP,8,15.6,1366x768,INTEL,,3,4,1.755,WINDOW,512
131,Laptop HP 340s G7 i5 1035G1/8GB/256GB/14.0FHD/Win 10 (No.00773276),15790000,HP,8,14.0,1920x1080,INTEL,,3,5,1.3,WINDOW,256
132,"Laptop HP 240 G8 i5 1135G7/8GB/512GB/14.0""HD/Win 10 (No.00790275)",15690000,HP,8,14.0,1366x768,INTEL,,3,5,1.47,WINDOW,512
133,"Laptop Dell Vostro V3405 R5 3500U/4GB/256GB/14""FHD/Win 10 (No.00725639)",15690000,DELL,4,14.0,1920x1080,INTEL,,3,5,1.7,WINDOW,256
134,"Laptop HP 245 G8 R5 5500U/8GB/512GB/14""FHD/Win 11 (No.00798273)",15690000,HP,8,14.0,1920x1080,INTEL,,3,5,1.47,WINDOW,512
135,"Laptop MSI Modern 15 A5M 234VN R5 5500U/8GB/512GB/15.6""FHD/Win 11 (No.00783936)",14290000,MSI,8,15.6,1920x1080,INTEL,,3,5,1.6,WINDOW,512
136,Laptop Asus Vivobook  X515EA-BQ993W i5 1135G7/8GB/512GB SSD/Win11 (No.00789101),14690000,ASUS,8,15.6,1920x1080,INTEL,,2,4,1.8,WINDOW,512
137,"Laptop HP 15s-du3593TU/i5 1135G7/8GB/256GB/15.6""HD/Win 11 (No.00794135)",15190000,HP,8,15.6,1366x768,INTEL,,3,4,1.75,WINDOW,256
138,"Laptop HP 15s-fq2602TU/Core i5-1135G7/8GB/256GB/15.6""HD/Win 11 (No.00784573)",15190000,HP,8,15.6,1366x768,INTEL,,3,4,1.766,WINDOW,256
139,"Lenovo IdeaPad Slim 3 R5 3500U/8GB/128GB+1TB/14.0""FHD_NK (No.00786813)",12990000,LENOVO,8,14.0,1920x1080,INTEL,,2,5,1.6,WINDOW,1024
140,"Laptop Acer Aspire 3 A315-58-53S6 i5 1135G7/8GB/256GB/15.6""FHD/Win 11 (No.00816129)",14190000,ACER,8,15.6,1920x1080,INTEL,,2,5,1.7,WINDOW,256
141,"Laptop MSI Modern 14 B5M R5 5500U/8GB/512GB/AMD Radeon Graphics/14""FHD/Win 10 (No.00772986)",14390000,MSI,8,14.0,1920x1080,INTEL,,3,5,1.3,WINDOW,512
142,Laptop Asus Vivobook A515EA-BN1688T i3 1115G4/8GB/256GB SSD/Win10 (No.00773277),14390000,ASUS,8,15.6,1920x1080,INTEL,,3,5,1.8,WINDOW,256
143,"Laptop HP Pavilion 15 eg0513TU i3 1125G4/4GB/256GB/15.6""FHD/Win 11 (No.00802935)",14190000,HP,4,15.6,1920x1080,INTEL,,3,5,1.662,WINDOW,256
144,Laptop Asus VivoBook A515EA-BN1688W i3 1115G4/8GB/256GB SSD/Win11 (No.00789044),13990000,ASUS,8,15.6,1920x1080,INTEL,,3,5,1.8,WINDOW,256
145,"Laptop HP Pavilion 14 dv0516TU i3 1125G4/4GB/256GB/14""FHD/Win 11 (No.00794141)",13890000,HP,4,14.0,1920x1080,INTEL,,3,5,1.42,WINDOW,256
146,"Laptop Lenovo Idepad Slim 3 R5 5500U/8GB/256GB/14.0""FHD/Win 10_NK (No.00784501)",12190000,LENOVO,8,14.0,1920x1080,INTEL,,3,5,1.4,WINDOW,256
147,Laptop Asus Vivobook X515EA BQ1005T i3 1115G4/8GB/512GB SSD/Win10 (No.00765105),13490000,ASUS,8,15.6,1920x1080,INTEL,,2,4,1.8,WINDOW,512
148,"Laptop MSI Modern 14 B11MOL 688VN  i3 1115G4/8GB/256GB/14""FHD/Win 10 (No.00770998)",13190000,MSI,8,14.0,1920x1080,INTEL,,3,,,,
149,"Laptop Dell Inspiron N3501C i3 1115G4/4GB/256GB/15.6""FHD/Win 10 (No.00740141)",12490000,DELL,4,15.6,1920x1080,INTEL,,3,5,1.96,WINDOW,256
150,"Laptop Vostro V3400 i3 1115G4/8GB/256GB/14.0""FHD/Win 11+ Office Home&Student 21 (No.00784633)",12790000,DELL,8,14.0,1920x1080,INTEL,,3,5,1.64,WINDOW,256
151,"Laptop Dell Inspiron 15 N3511 i3 1115G4/4GB/256GB/15.6""FHD/Win 11+Office HS 21 (No.00786810)",12490000,DELL,4,15.6,1920x1080,INTEL,,3,5,1.73,WINDOW,256
152,"Laptop Dell Vostro V3400 i3 1115G4/8GB/256GB/14.0""FHD/Win 10+Office Home& Student 19 (No.00775285)",12490000,DELL,8,14.0,1920x1080,INTEL,,3,5,1.64,WINDOW,256
153,"Laptop MSI Modern 14 B11MOU 850VN i3 1115G4/8GB/256GB/14""FHD/Win 10 (No.00776408)",12190000,MSI,8,14.0,1920x1080,INTEL,,3,5,1.3,WINDOW,256
